address,transaction,timestamp,type,from,to,income,outcome,fee,balance,address_type
0x76373ae643cbe3543875abccdf37185c485a1838,0xb8c26c221fb973693712e842f328e4c33747c020d6042987cce4b18a20737999,1616528991,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,19396.5213,19828.011853101863,60.996147471,48429.98972129391,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xccfb144bfc8e838e2b69252483edc116937895733d4f6bd266ed7c9550718162,1616528814,execution,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.0,0.0,12.08653625088,48402.93791035674,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x345cc2254093eab24e1626d1ca46acf61efd03a6c3fe74d101a76bfd0d8d8a93,1616528670,execution,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.0,0.0,11.089631579119999,48380.92965739091,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x5188cd38c951c4a060954c3fa44820dd76b35d7ed03c25efea82040d1ce640aa,1615854386,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,24962.884161137237,25143.72,39.1459343916,37251.57884462007,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x7050ae4a85dbaaaf2b7de29f73badbbc05494fe29271bdfc55219c76e5431795,1615628483,receive,0xf4f1f0e3bb56822d8316473261170b365496668e,0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,326.19206693736004,0.0,,36235.23000851543,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x5ef809e9496e0b8465d32c16fe4cdcf81def121ae1f4cb2068d6bddf380ac2aa,1615404854,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x082903f4e94c5e10a2b116a4284940a36afaed63,,1669.158,142.4010062774,36507.63172972019,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xe4b29957f4597f54df6c5d6fa755772e8c6e6face6a779b79e93a10d79301fc6,1615279354,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x68a118ef45063051eac49c7e647ce5ace48a68a5,0.0,0.0,11.97491255092,166744.287164036,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x0a52a9df61a39fe16918a64e160c6d0b9cafa7d92e8b1faa6a76cdb8f41a1d6a,1615279110,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,328.2142391303872,,58.93263267948001,167310.6876715232,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x8899cb13352a220d9342a170ecf42e8f030c86f9e7f6ff7615e07eab8f2b420b,1615279023,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,514.1756800516307,,46.76620104016,167512.64195083213,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x7311fef14207816688fd76a12caf470abea611251dd974a48dcfc96877d89170,1615278857,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1032.0738435126125,,43.7776342784,167897.98000100782,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x6e6930c8443d3993277196074ca6371ed3ad42290ea860512f639eedb8910235,1615278626,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,,34.940859788119994,168434.2034322764,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xd2cdadcc67c0e523479b96339bf725af8650770d11c03c1f5932406b50c9bede,1615278552,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x24a9ced95bcebda453108e9cb1e1d3c21835b29c,0.0,0.0,11.55899541654,168605.98063536675,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xa750b76936a2a8161bead73f5a18e42e8438cf365ac0ba434e022cadf5f21b8d,1615278479,receive,0x76373ae643cbe3543875abccdf37185c485a1838,0x0f14a4880b7bc3fc926499df3ab32c72828ecf0e,,0.0,24.46088272152,168775.4365249019,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x6eb819bfb5e52681f44225810af26a62a4b60c60804a79a028742b2a9e69aaa1,1615278364,receive,0x76373ae643cbe3543875abccdf37185c485a1838,0x0f14a4880b7bc3fc926499df3ab32c72828ecf0e,,0.0,21.8929492762,169042.3875837585,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x0915f3f7dca86323ecdfa3c011ad205d35625dac9815bb253b22c73e732b8389,1615278103,send,0x76373ae643cbe3543875abccdf37185c485a1838,0x126f21dcc6d9447dad10cadd60d34531a7647da5,0.0,19982.6,5.226358199999999,169648.25042168537,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xcc1e579e70e2cd9c4befd0a159897da650d06add2c660f02802030edeb16d514,1615276106,send,0x76373ae643cbe3543875abccdf37185c485a1838,0x126f21dcc6d9447dad10cadd60d34531a7647da5,0.0,72636.40000000001,4.576093200000001,174283.91359157008,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x145a023e35edc5d43f4601865d4a759a415921ea25f0a555a9215f7e41e57525,1615270191,send,0x76373ae643cbe3543875abccdf37185c485a1838,0x126f21dcc6d9447dad10cadd60d34531a7647da5,0.0,92444.0,4.5426981600000005,188014.4832710233,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x1ec42afdc0f941e8bff6045eb250f90161a61ab5cdeeba908327b4b34974da2a,1615255597,send,0x76373ae643cbe3543875abccdf37185c485a1838,0x126f21dcc6d9447dad10cadd60d34531a7647da5,0.0,18433.6,6.6969268799999995,221891.73329671053,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xcaafada5b81acd1e188dde70cef46f8101d9cdb58c65c70a941dab3d89f2ee73,1615255089,send,0x76373ae643cbe3543875abccdf37185c485a1838,0x126f21dcc6d9447dad10cadd60d34531a7647da5,0.0,184.657,6.66981084,223070.96058279034,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x2d8544520361abf43c7eab0287d7d9a795e4a7896c0f00360a50a83e8780e77e,1615246386,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,227797.61381886897,229293.5554140519,30.41985531144,239500.7238482239,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xad39bda85c77b4f97f5a6502225cbe1cc22dc0c8f7374cddbd28b801d0ad2fde,1614203865,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,679.6191988653345,679.1790688271863,53.78633735580001,236717.308555634,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x4b8a4ab4a9fe78d40ebacb5ddc59eb4c609500fc5a86567ad97c5e4b32530705,1614203829,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x798d1be841a82a273720ce31c822c61a67a601c3,0.0,0.0,13.61819800512,236715.0637427357,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x9f9f8d48221a32891a9945531b1a330c9711521ca3e5c523bac157537061912e,1614203522,receive,0x03c7c3a0c0e4792eec51da3b255a9b699a436590,0x798d1be841a82a273720ce31c822c61a67a601c3,351.100980869646,0.0,,236695.92047718645,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x634c2535dc9e682b5c889f504036fab10beb172c9d5d4c9b2b4c76f0c7af508b,1614200545,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0xb2be281e8b11b47fec825973fc8bb95332022a54,183948.0228718049,187440.27649591875,149.11758926064,236510.28692168085,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x9f115872629e9551e74f29d71f20e9e035eaf3ad50d9f09edd75dfdb08cf1b02,1614123461,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0xb2be281e8b11b47fec825973fc8bb95332022a54,176141.22110235403,178373.84101262424,99.42148689920002,232148.67100607976,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x696a5fcc00d09856dde21b5941a9b95aaf7dadf0bca4b32323bc7b182251c864,1614123292,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.0,0.0,10.217567030400001,232194.30135674012,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xf5f215c024d5283fd5f5583c8b48b7be5a6489c6e32b6f6389ab0ffae89e5562,1613950681,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,211089.69302303376,218465.34596863395,112.820398889,268754.4519236796,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xd9cff04d01852d56e5e73587cfb14ae000af86f7c1e9b1677cb0bc7042415ff3,1613950158,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0.0,0.0,9.399938403,268778.35280992993,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x9f51f5e2d8599db08bdd7fd5b39baaa8fe73103ec9b00a203b20778ba20fca48,1613950055,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0.0,0.0,9.4949585038,268783.0598678339,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x216a2fb9e3017696f1caac5151819878aa4385769f0d4b5a50ef984e50ca3522,1613939667,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0.0,0.0,14.518962573360001,269257.7872222659,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x75d539490c02107cf1f59709355a0d31184515f4a9348a2ede2cd399ee7df656,1613936452,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,42983.434609454845,42974.94860495397,70.3741832409,269404.71140829776,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x1da254e8b928257339497528eef96edb8b856f8a1f6ec8a08999dd59561f69cb,1613936373,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,0.0,0.0,15.145144780039999,269408.3216760105,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x63a0b2f4fb6f229dcb01cdd4e7c97835a93aca16a2fd3f6b5e393b663460fa29,1613815009,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,79350.0191767003,80540.0,30.283585658499998,274591.43143814075,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xe49541c46390fc25b5109e2bc0ed2d47ebbd783b993ecd252d45ecbe17db0f73,1613813226,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,43677.704190582015,45010.60313327946,169.48422082473,274660.1142639917,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x3c55f2b0e0f62966b941fdf2fedd6d1a3864bba4ff325c20e5ea382d0a5d10f2,1613812977,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,138611.03683023405,138669.50537664938,146.02172543,274669.7059766316,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x339ee73202f405a3802a64c7d0ba8a1475bebe5c1b29bf410fed912621cbd37c,1613727574,receive,0xf4f1f0e3bb56822d8316473261170b365496668e,0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,134.56862487280802,0.0,,272891.19946085365,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x9c6a668be688ae8909232e1d2ec08aa3c42dc058446e2bc1730a0087722f19ec,1613691386,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,49765.24045301111,49735.703949999996,32.786581165899996,270803.1390943531,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x07c940b15a87ca8b94989fd8c1e5ff9dd3d5974ce359f52c03a628e66c6e8345,1613690587,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,29876.288011823213,29846.07915,32.312986627499996,270795.3983762162,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x85bba94b2ffb76899a9953cdab35f1b3c2111b049079d51115a31b9dd4196386,1613635521,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,42527.36957280301,41982.176346600005,49.69656123072,270261.91854526947,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x9b86c402e5e0e453849b202a0a844b71d99c7d4b8e8c81688caacb48b01c68c1,1613627871,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,0.0,13.023640011997957,270187.8052865119,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x526c5d5416a0a4e8d646c17e2abe188d79179ebd8e7ad94691afd8302ff110aa,1613354722,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,97779.09819096372,98167.93592306948,192.00508510964002,271149.94615281536,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xadba8cd2970a10a67fe835d7a34a943f1253f41fa82760df41e63cd576c5bb70,1613354023,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,10061.952105150225,10460.499208681207,98.52110043776,271163.1362587488,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x3a17742af5839ba9d63b48aa202c018b046061087123ee229a86297a8bfc19f2,1613353979,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0.0,0.0,18.5603530112,271163.9665372339,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x1daf41b5b47d5ca0e2992f51078afa4bbf1f182ac51ca8d99caca7125633d937,1613353789,receive,0x9eaef3ba7fce443fc83e16875b89d4cac730e3ad,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,1139.9694166968798,0.0,,271167.5518306922,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x270a364e33e0617a167a1fcba9ddb19305a5947ca8628ab0e5608ca95532855c,1613353742,execution,0x9eaef3ba7fce443fc83e16875b89d4cac730e3ad,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,0.0,0.0,,271168.438719074,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xd7f218d3b03810a6ac7459c00b1e40856f4e05d81103ccf466f935af3adc877f,1613346849,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,102781.93130817621,104532.25438424082,86.42985003791999,270227.1065296136,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xc02dea4d62460702744b406df6f097efecd813efd8753a22d536a248d207e202,1613346732,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x17ac188e09a7890a1844e5e65471fe8b0ccfadf3,0.0,0.0,13.583258550539998,269872.1800282071,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x14acdd3576fe7735b0fb8fa32506a014ee76d70bc7dd4205a2a0eb21856a4229,1613346591,receive,0x76373ae643cbe3543875abccdf37185c485a1838,0xe1de5ebd607f1da1c34d78b760b9c87901d0ba35,104570.36091390678,0.0,36.98560505448,269444.44809061463,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xf149913573014f6e6c4bbfa7415d2f279aebed50772c89132da544bdcad7a3b5,1613346483,receive,0x76373ae643cbe3543875abccdf37185c485a1838,0xe1de5ebd607f1da1c34d78b760b9c87901d0ba35,9802.208603039579,0.0,28.531979999879997,269116.82362777786,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xe8d085e6542d0add0a095eee9ecc43f1259d752c2d04282a6e3cf5d677fbe1a4,1613346340,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x111111125434b319222cdbf8c261674adb56f3ae,100725.23267162117,100296.29722887508,86.08141958856001,268683.0245705033,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x315741c45bb6f72f8c0159b934604c30d02d12f14abc8c685623c59870875c88,1613346220,authorize,0x76373ae643cbe3543875abccdf37185c485a1838,0x3472a5a71965499acd81997a54bba8d852c6e53d,0.0,0.0,17.41266052118,268318.9973895735,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0xf0a9f3ea81afaec8d0998d9d0a5743d784c959283c7354e3f08c630dc39c3987,1613346013,receive,0x76373ae643cbe3543875abccdf37185c485a1838,0x660802fc641b154aba66a62137e71f331b6d787a,956.2433342307604,0.0,66.7773108337,267691.0505024697,bottom
0x76373ae643cbe3543875abccdf37185c485a1838,0x1e034ffa96750bd5eed26b2a32819e87c9d6c87ae4be1192fb873cb42f69c1f1,1613345974,trade,0x76373ae643cbe3543875abccdf37185c485a1838,0x19d97d8fa813ee2f51ad4b4e04ea08baf4dffc28,100296.44731567944,,55.929895452,267572.7416686675,bottom
